date,site_id,rainfall_mm,temp_C,slope_angle,vibration,displacement,pore_pressure,label
2025-08-13,15,78.92,23.52,19.35,0.0,-0.01,1.2,1
2025-08-14,15,123.24,26.17,22.49,0.34,0.3,1.63,1
2025-08-15,15,5.51,27.71,21.55,0.06,0.12,0.71,0
2025-08-16,15,7.8,27.17,19.57,0.07,0.03,0.3,0
2025-08-17,15,46.72,29.26,19.97,0.07,0.16,1.18,0
2025-08-18,15,67.16,31.86,22.83,0.0,0.06,1.51,1
2025-08-19,15,59.67,25.29,20.4,0.07,0.06,1.18,1
2025-08-20,15,31.29,31.22,21.9,0.18,0.06,0.99,0
2025-08-21,15,19.66,26.52,22.13,0.06,0.08,0.73,0
2025-08-22,15,39.93,23.81,21.16,0.14,0.22,1.1,1
2025-08-23,15,32.99,24.45,21.11,0.12,0.09,0.81,0
2025-08-24,15,15.33,26.01,20.99,0.05,0.07,0.74,0
2025-08-25,15,53.55,28.1,21.66,0.01,0.08,0.81,1
2025-08-26,15,57.08,23.21,20.28,0.18,0.11,1.0,1
2025-08-27,15,15.44,26.72,22.12,0.25,0.17,0.65,0
2025-08-28,15,11.12,26.04,21.5,0.12,-0.01,0.8,0
2025-08-29,15,44.02,32.34,21.48,0.15,0.11,1.03,0
2025-08-30,15,46.67,30.35,22.2,0.15,0.15,0.55,0
2025-08-31,15,8.71,28.56,20.4,0.14,0.05,0.29,0
2025-09-01,15,57.69,26.28,20.69,0.07,0.1,1.13,1
2025-09-02,15,40.34,29.43,20.83,0.15,0.14,1.01,0
2025-09-03,15,29.79,29.73,20.43,0.13,0.12,1.07,0
2025-09-04,15,27.17,29.26,23.02,0.05,0.09,0.56,0
2025-09-05,15,55.27,22.26,21.06,0.15,0.21,1.01,1
2025-09-06,15,54.56,25.39,21.69,0.02,0.11,0.84,1
2025-09-07,15,17.16,28.94,19.92,0.18,0.08,0.76,0
2025-01-01,16,123.24,29.24,21.62,0.58,0.39,1.84,1
2025-01-02,16,86.64,31.57,23.7,0.12,0.11,1.34,1
2025-01-03,16,34.94,27.03,22.65,0.2,0.11,1.05,0
2025-01-04,16,77.32,26.61,20.93,0.08,0.08,1.06,1
2025-01-05,16,85.32,30.41,20.9,0.18,0.1,1.55,1
2025-01-06,16,57.2,26.94,22.21,0.03,0.04,1.19,1
2025-01-07,16,39.94,26.01,21.74,0.14,0.08,0.78,0
2025-01-08,16,9.22,23.79,21.65,0.12,0.09,0.25,0
2025-01-09,16,47.05,31.65,23.76,-0.05,0.13,1.2,0
2025-01-10,16,33.68,28.14,22.17,0.06,0.03,0.61,0
2025-01-11,16,11.19,25.57,20.48,0.09,0.07,0.73,0
2025-01-12,16,36.68,28.12,22.19,0.06,0.18,0.69,0
2025-01-13,16,1.38,25.37,21.4,0.12,0.21,0.93,1
2025-01-14,16,26.7,26.85,23.3,0.15,0.04,0.57,0
2025-01-15,16,25.66,23.12,21.17,0.12,0.1,0.53,0
2025-01-16,16,50.71,29.25,21.32,0.13,0.18,1.34,1
2025-01-17,16,40.36,26.12,20.6,0.04,0.01,0.92,0
2025-01-18,16,54.15,26.36,22.09,0.09,0.09,0.99,1
2025-01-19,16,15.84,23.15,21.12,0.1,0.09,0.9,0
2025-01-20,16,112.23,32.81,21.23,0.54,0.3,1.51,1
2025-01-21,16,4.07,25.5,22.19,0.04,0.15,0.73,0
2025-01-22,16,6.66,22.77,21.26,0.06,0.11,0.43,0
2025-01-23,16,38.02,29.06,21.71,0.09,0.06,0.79,0
2025-01-24,16,47.54,32.51,21.57,0.07,0.09,0.8,0
2025-01-25,16,20.87,26.58,22.42,0.12,0.11,1.01,0
2025-01-26,16,22.67,32.45,21.52,0.16,0.06,0.29,0
2025-01-27,16,34.83,23.21,20.88,0.2,0.17,1.02,0
2025-01-28,16,12.61,24.74,20.77,0.08,0.1,0.76,0
2025-01-29,16,32.06,34.41,21.65,0.05,0.17,0.8,0
2025-01-30,16,74.38,26.47,22.33,0.06,0.07,1.31,1
2025-01-31,16,17.72,22.45,21.21,0.02,0.06,0.5,0
2025-02-01,16,31.97,26.55,22.26,0.08,0.09,1.12,0
2025-02-02,16,20.61,32.3,23.14,0.02,0.15,0.77,0
2025-02-03,16,43.66,26.28,22.57,0.07,0.08,0.98,0
2025-02-04,16,52.62,27.78,21.94,0.06,0.08,0.95,1
2025-02-05,16,23.89,28.17,20.91,0.17,0.11,0.8,0
2025-02-06,16,16.15,28.78,21.38,0.1,0.05,0.57,0
2025-02-07,16,187.41,26.78,22.81,0.34,0.69,2.09,2
2025-02-08,16,88.21,32.2,21.96,0.11,0.13,1.32,1
2025-02-09,16,31.29,25.96,21.92,0.07,0.09,0.54,0
2025-02-10,16,23.88,21.02,23.04,0.13,0.18,0.77,0
2025-02-11,16,68.34,26.75,23.07,0.11,0.04,1.29,1
2025-02-12,16,53.66,25.65,21.65,0.07,0.05,1.32,1
2025-02-13,16,45.19,30.5,23.16,0.13,0.12,0.95,0
2025-02-14,16,16.78,21.47,24.4,0.1,0.09,0.72,0
2025-02-15,16,23.07,26.88,21.25,0.1,0.13,0.78,0
2025-02-16,16,37.98,24.86,21.72,0.03,0.16,0.62,0
2025-02-17,16,34.81,26.76,22.14,0.07,0.11,0.57,0
2025-02-18,16,81.08,29.98,22.2,0.12,0.06,1.29,1
2025-02-19,16,25.79,25.96,21.4,0.15,0.17,0.55,0
2025-02-20,16,74.06,28.41,20.54,0.27,0.09,0.77,1
2025-02-21,16,73.85,30.25,24.72,0.07,0.11,1.34,1
2025-02-22,16,16.16,30.78,20.94,0.18,0.12,0.96,0
2025-02-23,16,12.66,27.94,21.66,0.02,0.13,0.56,0
2025-02-24,16,56.23,22.86,20.09,0.11,0.12,1.13,1
2025-02-25,16,7.65,22.5,22.41,0.16,0.1,0.64,0
2025-02-26,16,27.26,23.58,21.67,0.13,0.07,0.85,0
2025-02-27,16,8.22,25.71,20.7,0.1,0.11,0.68,0
2025-02-28,16,18.02,26.07,22.25,-0.05,0.08,0.42,0
2025-03-01,16,18.35,24.49,22.38,0.05,0.13,0.99,0
2025-03-02,16,97.23,28.61,22.74,0.08,0.22,1.47,1
2025-03-03,16,51.26,24.34,22.43,0.02,0.05,1.38,1
2025-03-04,16,62.71,32.3,21.74,0.02,0.11,1.14,1
2025-03-05,16,26.71,26.98,21.26,0.05,0.21,0.44,1
2025-03-06,16,23.31,27.93,22.21,0.14,0.17,0.7,0
2025-03-07,16,8.58,27.19,21.9,0.02,0.1,0.78,0
2025-03-08,16,23.78,24.92,21.56,0.07,0.13,1.07,0
2025-03-09,16,9.11,28.2,21.79,0.11,0.13,0.73,0
2025-03-10,16,34.06,32.8,21.82,0.11,0.11,0.67,0
2025-03-11,16,28.05,24.5,21.05,0.07,0.14,0.87,0
2025-03-12,16,32.44,24.69,21.66,0.05,0.08,0.87,0
2025-03-13,16,9.49,28.47,23.75,0.12,0.05,0.5,0
2025-03-14,16,50.95,27.09,24.31,0.08,0.07,0.84,1
2025-03-15,16,81.44,27.87,21.77,0.08,0.16,1.03,1
2025-03-16,16,32.75,28.6,24.01,0.08,0.11,0.77,0
2025-03-17,16,48.33,26.43,23.03,0.04,0.09,1.09,0
2025-03-18,16,51.83,26.46,21.22,0.11,0.2,0.87,1
2025-03-19,16,98.23,32.08,22.89,0.06,0.13,1.11,1
2025-03-20,16,12.91,26.24,24.21,0.17,0.12,0.96,0
2025-03-21,16,17.38,26.36,22.72,0.16,0.13,0.85,0
2025-03-22,16,12.6,30.47,21.44,0.06,0.02,0.78,0
2025-03-23,16,36.95,24.85,21.69,0.12,0.02,0.52,0
2025-03-24,16,77.66,27.35,23.16,0.1,0.12,1.3,1
2025-03-25,16,56.01,21.81,20.83,-0.01,0.13,1.06,1
2025-03-26,16,28.72,27.49,22.92,0.12,0.1,0.49,0
2025-03-27,16,7.99,25.61,20.63,0.13,0.12,0.5,0
2025-03-28,16,20.42,21.97,21.55,0.14,0.16,0.51,0
2025-03-29,16,74.18,27.09,20.78,0.15,0.13,1.29,1
2025-03-30,16,48.02,25.75,22.49,0.03,0.14,0.8,0
2025-03-31,16,75.73,31.74,22.65,0.1,0.05,1.21,1
2025-04-01,16,35.94,27.78,20.38,0.1,0.14,0.58,0
2025-04-02,16,53.34,28.06,21.39,0.16,0.11,1.06,1
2025-04-03,16,17.56,26.47,20.82,0.12,0.07,0.7,0
2025-04-04,16,56.7,30.86,22.31,0.15,0.13,0.81,1
2025-04-05,16,43.39,26.77,21.09,0.06,0.02,1.07,0
2025-04-06,16,129.18,28.06,22.01,0.58,0.32,1.73,1
2025-04-07,16,104.74,27.8,21.52,0.46,0.18,1.3,1
2025-04-08,16,6.27,30.19,23.09,0.05,0.03,0.5,0
2025-04-09,16,13.33,33.18,20.49,0.04,0.13,0.72,0
2025-04-10,16,49.22,25.97,22.72,0.09,0.09,1.04,0
2025-04-11,16,12.49,32.45,22.36,0.09,-0.0,0.21,0
2025-04-12,16,63.34,19.35,21.7,0.05,0.21,1.06,1
2025-04-13,16,35.54,24.66,21.12,0.11,0.12,1.33,0
2025-04-14,16,70.55,24.2,21.77,0.02,0.04,0.93,1
2025-04-15,16,53.3,27.18,22.41,0.19,0.12,1.14,1
2025-04-16,16,77.95,22.48,21.13,0.13,0.14,1.37,1
2025-04-17,16,57.16,26.5,21.58,0.09,0.07,1.25,1
2025-04-18,16,52.42,27.57,21.11,0.09,0.09,0.7,1
2025-04-19,16,9.89,32.43,20.46,0.07,0.13,0.49,0
2025-04-20,16,65.73,27.88,20.87,0.12,0.1,1.27,1
2025-04-21,16,3.65,31.19,23.2,0.17,0.11,0.39,0
2025-04-22,16,41.78,26.95,23.15,0.16,0.09,1.34,0
2025-04-23,16,2.43,30.18,22.11,0.11,0.08,0.4,0
2025-04-24,16,76.69,24.05,21.0,0.07,0.04,1.17,1
2025-04-25,16,41.08,25.4,20.86,0.23,0.13,0.97,0
2025-04-26,16,101.09,23.47,20.99,0.54,0.2,1.6,1
2025-04-27,16,34.23,32.95,21.48,0.12,0.11,1.1,0
2025-04-28,16,31.54,26.16,18.89,0.12,0.09,0.33,0
2025-04-29,16,30.01,26.15,21.17,0.1,0.21,0.84,1
2025-04-30,16,26.99,22.75,22.12,0.03,0.17,0.63,0
2025-05-01,16,55.09,31.9,21.43,-0.0,0.16,1.1,1
2025-05-02,16,87.93,24.04,20.2,0.09,0.13,1.48,1
2025-05-03,16,15.4,27.52,23.43,0.09,0.05,0.76,0
2025-05-04,16,26.97,27.47,21.92,0.16,0.15,0.58,0
2025-05-05,16,108.17,30.62,20.37,0.67,0.15,1.71,1
2025-05-06,16,39.94,25.29,23.52,0.1,0.06,1.14,0
2025-05-07,16,73.67,24.29,20.12,0.06,0.06,1.29,1
2025-05-08,16,48.3,29.25,21.3,0.07,0.16,1.02,0
2025-05-09,16,41.42,27.51,23.82,0.11,0.11,0.5,0
2025-05-10,16,42.85,24.18,21.04,0.13,0.1,0.81,0
2025-05-11,16,64.57,22.51,18.74,0.09,0.13,1.08,1
2025-05-12,16,7.53,28.32,20.33,0.12,0.04,0.66,0
2025-05-13,16,14.1,30.95,20.15,0.2,0.18,0.73,0
2025-05-14,16,13.56,22.76,20.27,0.01,0.06,0.44,0
2025-05-15,16,20.05,29.65,21.9,0.06,0.08,0.71,0
2025-05-16,16,20.22,28.24,21.12,0.13,0.04,0.68,0
2025-05-17,16,29.24,22.67,22.19,0.04,0.12,0.77,0
2025-05-18,16,25.58,28.25,21.49,0.08,0.01,0.93,0
2025-05-19,16,10.39,27.71,22.98,0.08,0.07,0.53,0
2025-05-20,16,53.9,27.46,22.7,0.17,0.03,0.94,1
2025-05-21,16,50.97,26.83,22.83,0.05,0.02,1.21,1
2025-05-22,16,82.97,25.42,22.46,0.11,0.15,1.33,1
2025-05-23,16,26.64,26.82,22.79,0.17,-0.02,0.88,0
2025-05-24,16,24.7,26.12,21.64,0.15,0.12,0.79,0
2025-05-25,16,11.78,26.87,24.42,0.03,0.12,0.4,0
2025-05-26,16,14.12,21.71,21.35,0.12,0.1,0.4,0
2025-05-27,16,27.86,27.32,22.05,0.18,0.13,0.77,0
2025-05-28,16,44.28,27.47,21.39,0.09,0.08,1.14,0
2025-05-29,16,16.52,30.98,21.48,0.09,0.13,0.65,0
2025-05-30,16,85.15,30.85,20.99,0.03,0.14,1.24,1
2025-05-31,16,24.93,27.64,21.22,0.18,0.05,0.82,0
2025-06-01,16,1.56,25.46,22.53,0.12,0.03,0.65,0
2025-06-02,16,24.94,27.23,22.75,0.1,0.03,0.63,0
2025-06-03,16,35.42,26.95,21.76,0.07,0.18,0.98,0
2025-06-04,16,23.01,29.29,21.46,0.09,0.06,0.91,0
2025-06-05,16,32.5,32.16,22.5,0.09,0.13,1.01,0
2025-06-06,16,64.45,24.95,24.02,0.21,0.14,1.11,1
2025-06-07,16,88.82,27.57,22.98,0.04,0.2,1.52,1
2025-06-08,16,22.21,28.94,23.34,0.1,0.14,0.74,0
2025-06-09,16,16.61,22.68,22.09,0.15,0.04,0.54,0
2025-06-10,16,10.02,21.79,20.44,0.1,0.07,0.47,0
2025-06-11,16,46.37,24.94,23.19,0.07,0.14,0.74,0
2025-06-12,16,22.62,30.78,21.7,0.08,0.1,0.93,0
2025-06-13,16,116.93,28.11,23.16,0.43,0.23,1.89,1
2025-06-14,16,26.16,33.32,22.05,0.13,0.15,0.9,0
2025-06-15,16,22.45,21.3,21.69,0.03,0.09,0.76,0
2025-06-16,16,36.4,29.0,22.49,0.2,0.06,0.67,0
2025-06-17,16,12.1,25.87,23.54,0.13,0.18,0.58,0
2025-06-18,16,30.19,30.88,21.85,0.09,0.11,0.76,0
2025-06-19,16,21.19,29.27,21.18,-0.02,0.1,0.92,0
2025-06-20,16,16.52,25.19,22.58,0.17,0.01,0.59,0
2025-06-21,16,25.27,21.62,22.25,0.18,0.16,0.79,0
2025-06-22,16,24.93,27.39,21.53,0.14,0.1,0.89,0
2025-06-23,16,80.79,24.63,20.41,0.17,0.12,1.39,1
2025-06-24,16,36.61,30.28,20.87,0.0,0.06,0.77,0
2025-06-25,16,6.6,26.57,24.51,0.08,0.07,0.7,0
2025-06-26,16,7.33,28.46,21.13,0.17,0.13,0.62,0
2025-06-27,16,15.18,22.35,22.22,0.04,0.07,0.68,0
2025-06-28,16,43.33,27.47,21.15,0.09,0.03,1.2,0
2025-06-29,16,26.64,27.01,21.14,0.1,-0.01,0.98,0
2025-06-30,16,26.56,25.91,21.1,0.14,0.1,0.74,0
2025-07-01,16,5.23,21.78,22.5,0.06,0.07,0.45,0
2025-07-02,16,79.2,25.9,22.64,0.06,0.04,1.22,1
2025-07-03,16,47.5,27.27,21.08,0.17,0.05,1.31,0
2025-07-04,16,13.2,24.61,22.9,0.15,0.17,0.6,0
2025-07-05,16,35.59,27.2,24.34,0.03,0.1,0.24,0
2025-07-06,16,67.97,29.57,23.36,0.18,0.03,1.17,1
2025-07-07,16,27.5,24.19,19.41,0.06,0.09,0.77,0
2025-07-08,16,48.99,21.4,20.16,0.08,0.0,0.82,0
2025-07-09,16,48.85,31.55,22.62,-0.0,0.03,0.94,0
2025-07-10,16,10.21,21.34,23.41,0.12,0.13,0.19,0
2025-07-11,16,25.95,26.25,23.71,0.09,0.07,0.89,0
2025-07-12,16,37.53,31.36,21.33,0.05,0.08,0.5,0
2025-07-13,16,25.43,23.71,21.82,0.08,0.14,0.75,0
2025-07-14,16,90.76,27.88,23.77,0.06,0.2,1.46,1
2025-07-15,16,35.27,30.58,22.71,0.08,0.05,0.76,0
2025-07-16,16,49.27,28.98,22.54,0.15,0.21,0.9,1
2025-07-17,16,42.26,26.65,21.44,0.05,0.14,1.07,0
2025-07-18,16,40.69,27.69,21.48,0.07,0.08,1.01,0
2025-07-19,16,10.71,30.87,20.99,0.02,0.15,0.57,0
2025-07-20,16,72.15,24.83,22.37,0.09,0.17,1.13,1
2025-07-21,16,26.64,25.02,20.96,0.13,0.05,0.63,0
2025-07-22,16,28.01,26.56,21.62,0.15,0.19,0.65,0
2025-07-23,16,12.41,30.9,21.25,0.13,0.16,0.62,0
2025-07-24,16,35.44,27.32,22.11,0.12,0.11,1.17,0
2025-07-25,16,43.27,25.22,21.71,0.06,0.1,1.57,0
2025-07-26,16,17.49,26.08,23.24,0.07,0.14,0.25,0
2025-07-27,16,53.88,23.73,21.34,-0.02,0.03,1.0,1
2025-07-28,16,27.42,24.35,21.27,0.12,0.1,0.77,0
2025-07-29,16,33.76,28.37,21.53,0.13,0.12,0.79,0
2025-07-30,16,43.52,25.58,21.75,0.03,0.1,0.74,0
2025-07-31,16,13.14,32.19,20.76,0.04,0.13,0.21,0
2025-08-01,16,65.77,24.19,23.37,0.05,-0.02,1.07,1
2025-08-02,16,70.39,27.53,21.65,0.14,0.12,1.22,1
2025-08-03,16,93.72,28.63,23.71,0.11,0.15,1.71,1
2025-08-04,16,21.36,28.11,22.56,0.08,0.13,0.56,0
2025-08-05,16,32.12,22.96,20.9,0.05,0.1,0.95,0
2025-08-06,16,35.27,27.35,22.19,0.14,0.19,0.68,0
2025-08-07,16,12.74,30.69,22.05,0.09,0.14,1.0,0
2025-08-08,16,27.83,23.53,21.1,0.13,0.1,0.6,0
2025-08-09,16,8.35,29.57,21.02,0.04,0.14,0.59,0
2025-08-10,16,34.88,30.08,21.7,0.11,0.2,0.92,1
2025-08-11,16,54.88,26.38,20.17,0.18,0.05,0.82,1
2025-08-12,16,62.86,26.7,21.91,0.07,0.09,1.16,1
2025-08-13,16,30.35,23.94,20.77,-0.0,0.1,0.68,0
2025-08-14,16,26.01,26.1,23.76,0.11,0.23,0.48,1
2025-08-15,16,15.51,31.93,21.62,0.14,-0.02,0.87,0
2025-08-16,16,59.25,30.81,20.02,0.15,0.08,1.14,1
2025-08-17,16,19.96,26.44,22.36,0.09,0.08,0.71,0
2025-08-18,16,12.33,27.76,21.63,0.14,0.09,0.19,0
2025-08-19,16,32.75,30.07,21.16,0.12,0.09,0.95,0
2025-08-20,16,25.02,23.4,23.14,0.11,0.17,0.72,0
2025-08-21,16,14.47,31.69,22.75,0.14,0.18,0.59,0
2025-08-22,16,75.7,30.75,20.36,0.11,0.04,1.36,1
2025-08-23,16,17.69,24.32,23.36,0.1,0.06,0.53,0
2025-08-24,16,37.18,28.13,21.6,0.08,0.1,1.24,0
2025-08-25,16,55.6,27.88,23.41,0.14,0.13,1.12,1
2025-08-26,16,31.05,28.44,22.19,0.11,0.17,0.95,0
2025-08-27,16,118.32,24.41,24.14,0.36,0.28,1.77,1
2025-08-28,16,8.69,25.07,21.5,0.11,0.15,0.49,0
2025-08-29,16,43.04,23.19,21.08,0.06,0.09,0.83,0
2025-08-30,16,19.44,28.35,20.65,0.14,0.09,0.91,0
2025-08-31,16,13.76,27.18,23.33,0.12,0.11,0.54,0
2025-09-01,16,56.89,29.09,22.69,0.05,0.01,1.52,1
2025-09-02,16,44.34,30.89,19.77,0.08,0.12,0.64,0
2025-09-03,16,18.37,25.26,20.7,0.07,0.14,0.79,0
2025-09-04,16,37.29,26.62,21.0,0.11,0.03,0.53,0
2025-09-05,16,39.54,27.16,23.05,0.08,0.17,1.02,0
2025-09-06,16,33.68,29.97,21.62,0.14,0.12,0.79,0
2025-09-07,16,16.5,22.32,23.28,0.07,0.06,0.42,0
2025-01-01,17,19.4,29.37,20.77,0.14,0.02,0.51,0
2025-01-02,17,23.7,28.19,20.36,0.06,0.07,0.72,0
2025-01-03,17,95.26,22.03,22.41,0.13,0.1,1.85,1
2025-01-04,17,34.56,28.07,22.5,0.11,0.06,0.81,0
2025-01-05,17,59.72,27.57,23.74,0.16,0.05,1.13,1
2025-01-06,17,30.07,26.15,22.63,0.11,0.04,0.62,0
2025-01-07,17,13.26,25.1,22.32,0.16,0.15,0.63,0
2025-01-08,17,42.84,30.47,22.55,0.07,0.07,0.65,0
2025-01-09,17,46.04,25.56,23.26,0.02,0.04,1.02,0
2025-01-10,17,25.83,27.89,21.96,0.07,0.21,1.1,1
2025-01-11,17,113.94,25.33,22.82,0.26,0.27,1.87,1
2025-01-12,17,27.03,24.66,23.51,0.19,0.0,1.01,0
2025-01-13,17,11.05,26.17,23.48,0.05,0.13,0.21,0
2025-01-14,17,12.21,26.93,20.23,0.12,0.08,0.96,0
2025-01-15,17,34.8,34.17,22.53,0.22,0.11,0.76,0
2025-01-16,17,14.1,22.76,22.48,0.0,0.14,0.45,0
2025-01-17,17,35.73,28.73,19.69,0.06,0.01,1.0,0
2025-01-18,17,54.66,24.04,22.5,0.06,0.05,0.97,1
2025-01-19,17,221.73,22.03,22.25,0.62,0.81,2.84,2
2025-01-20,17,77.16,28.69,22.41,0.16,0.07,1.26,1
2025-01-21,17,24.11,25.24,21.73,0.12,0.14,0.78,0
2025-01-22,17,17.38,27.79,20.54,0.06,0.13,0.7,0
2025-01-23,17,27.61,26.67,21.51,0.06,0.04,0.5,0
2025-01-24,17,68.2,25.11,21.72,0.11,0.05,1.5,1
2025-01-25,17,42.36,26.52,22.84,0.06,0.02,0.97,0
2025-01-26,17,22.46,28.14,22.6,0.11,0.14,0.79,0
2025-01-27,17,49.92,21.33,22.95,0.09,0.03,0.63,0
2025-01-28,17,9.61,25.46,21.23,-0.02,0.11,0.45,0
2025-01-29,17,29.97,20.97,21.5,0.24,0.16,0.83,0
2025-01-30,17,27.94,30.33,21.98,0.03,0.1,0.61,0
2025-01-31,17,93.19,26.8,22.72,0.11,0.18,1.54,1
2025-02-01,17,108.52,29.09,21.88,0.52,0.15,1.59,1
2025-02-02,17,88.72,29.08,22.79,0.07,0.19,1.44,1
2025-02-03,17,44.02,24.25,22.4,0.11,0.11,0.95,0
2025-02-04,17,33.87,27.16,22.2,0.01,0.01,0.99,0
2025-02-05,17,9.37,25.88,22.97,0.13,0.01,0.59,0
2025-02-06,17,86.08,28.35,23.09,0.09,0.13,1.17,1
2025-02-07,17,15.48,24.09,24.44,0.13,0.07,0.66,0
2025-02-08,17,4.79,27.05,22.07,0.22,0.11,0.68,0
2025-02-09,17,41.39,26.19,23.28,0.12,0.1,1.46,0
2025-02-10,17,30.23,27.94,20.2,0.1,0.15,0.7,0
2025-02-11,17,52.01,28.97,23.27,0.07,0.15,0.81,1
2025-02-12,17,6.38,23.64,22.74,0.12,0.1,0.53,0
2025-02-13,17,30.43,31.28,22.08,0.12,0.08,0.8,0
2025-02-14,17,32.89,28.82,21.94,0.15,0.11,1.0,0
2025-02-15,17,45.22,19.65,20.77,0.12,0.07,1.11,0
2025-02-16,17,36.47,26.64,22.19,0.11,0.07,0.73,0
2025-02-17,17,11.02,21.67,22.21,0.08,0.12,0.47,0
2025-02-18,17,28.86,20.06,21.35,0.16,0.14,0.65,0
2025-02-19,17,37.12,31.06,22.6,0.08,0.1,1.26,0
2025-02-20,17,49.19,23.36,23.17,0.08,0.14,1.0,0
2025-02-21,17,31.08,30.61,22.91,0.08,0.19,1.08,0
2025-02-22,17,30.02,26.34,21.52,0.13,0.08,0.77,0
2025-02-23,17,52.71,29.5,23.29,0.09,0.09,0.87,1
2025-02-24,17,79.65,27.22,22.33,0.05,0.08,1.2,1
2025-02-25,17,2.82,27.98,24.35,0.07,0.13,0.25,0
2025-02-26,17,79.55,29.06,23.65,0.09,0.1,1.69,1
2025-02-27,17,61.89,22.32,22.33,0.12,0.2,1.07,1
2025-02-28,17,62.98,25.16,23.15,0.14,0.13,0.8,1
2025-03-01,17,11.71,28.24,21.87,0.17,0.07,0.39,0
2025-03-02,17,6.18,24.06,20.37,0.04,0.11,0.71,0
2025-03-03,17,15.53,28.99,22.34,0.11,0.13,0.29,0
2025-03-04,17,118.77,28.7,20.52,0.58,0.25,1.7,1
2025-03-05,17,14.05,25.04,23.05,0.1,0.13,0.6,0
2025-03-06,17,97.29,31.33,21.75,0.02,0.19,1.58,1
2025-03-07,17,36.09,29.76,22.26,0.1,0.14,1.12,0
2025-03-08,17,60.02,24.36,22.75,0.15,0.05,1.1,1
2025-03-09,17,62.79,29.02,21.52,0.08,0.09,1.45,1
2025-03-10,17,8.43,27.79,22.73,0.07,0.17,0.34,0
2025-03-11,17,14.75,29.11,21.74,0.13,0.08,0.79,0
2025-03-12,17,13.84,24.35,22.51,0.08,0.04,0.57,0
2025-03-13,17,34.11,27.06,20.97,0.11,0.11,0.89,0
2025-03-14,17,14.3,29.64,22.36,0.06,0.15,0.76,0
2025-03-15,17,18.89,27.56,21.59,0.05,0.06,0.79,0
2025-03-16,17,93.75,28.74,20.94,0.04,0.14,1.62,1
2025-03-17,17,105.56,24.91,22.98,0.41,0.18,1.56,1
2025-03-18,17,36.37,24.69,21.24,0.11,0.06,0.93,0
2025-03-19,17,41.64,26.06,20.91,0.1,0.11,0.93,0
2025-03-20,17,12.58,23.36,21.25,0.05,-0.03,0.46,0
2025-03-21,17,40.86,27.86,23.15,0.06,0.17,0.62,0
2025-03-22,17,16.0,31.19,22.87,0.12,0.13,1.01,0
2025-03-23,17,34.31,22.42,23.3,0.07,0.14,1.05,0
2025-03-24,17,142.64,27.23,22.24,0.3,0.33,1.9,1
2025-03-25,17,141.38,26.19,21.37,0.63,0.34,1.93,1
2025-03-26,17,13.67,24.68,22.17,0.1,0.14,0.47,0
2025-03-27,17,71.13,24.15,23.26,0.05,0.13,1.46,1
2025-03-28,17,75.66,27.69,22.61,0.12,0.14,1.58,1
2025-03-29,17,13.31,23.95,21.92,0.08,0.09,0.47,0
2025-03-30,17,140.54,26.69,22.97,0.44,0.39,2.04,1
2025-03-31,17,21.92,26.9,21.95,0.08,0.04,0.53,0
2025-04-01,17,0.77,27.01,23.23,0.04,0.09,0.44,0
2025-04-02,17,24.69,29.5,23.72,0.14,0.18,0.54,0
2025-04-03,17,39.41,26.96,22.37,0.03,0.13,0.84,0
2025-04-04,17,53.46,28.49,20.9,0.12,0.11,1.02,1
2025-04-05,17,28.52,28.65,22.05,0.15,0.1,0.35,0
2025-04-06,17,88.34,27.9,21.92,0.12,0.14,1.48,1
2025-04-07,17,30.93,26.59,21.87,0.15,0.05,0.66,0
2025-04-08,17,73.08,29.51,22.88,0.08,0.17,1.16,1
2025-04-09,17,14.95,29.92,23.67,0.07,0.13,0.83,0
2025-04-10,17,64.08,24.91,21.87,0.11,0.21,1.17,1
2025-04-11,17,8.12,25.84,21.63,0.17,0.12,0.38,0
2025-04-12,17,19.84,23.07,22.35,0.11,0.15,0.77,0
2025-04-13,17,44.56,24.96,21.32,0.14,-0.01,1.23,0
2025-04-14,17,56.22,26.44,22.0,0.06,-0.01,0.96,1
2025-04-15,17,4.02,22.3,20.59,0.07,0.12,0.36,0
2025-04-16,17,47.73,22.39,21.1,0.19,0.07,0.76,0
2025-04-17,17,6.55,26.43,23.58,0.11,0.13,0.96,0
2025-04-18,17,56.0,30.69,21.24,0.16,0.1,0.95,1
2025-04-19,17,60.49,24.62,23.09,0.09,0.13,1.19,1
2025-04-20,17,6.41,30.55,21.46,0.15,0.13,0.7,0
2025-04-21,17,43.62,25.26,21.45,0.05,0.09,1.12,0
2025-04-22,17,8.84,25.02,20.41,0.11,0.03,0.48,0
2025-04-23,17,56.18,26.31,21.6,0.08,0.05,0.9,1
2025-04-24,17,19.28,24.62,22.65,0.07,0.21,0.74,1
2025-04-25,17,30.38,26.18,22.76,0.1,0.02,1.11,0
2025-04-26,17,14.85,27.66,22.45,0.07,0.12,0.42,0
2025-04-27,17,15.21,26.01,21.31,0.09,0.05,0.72,0
2025-04-28,17,8.27,26.83,20.94,0.12,0.13,0.23,0
2025-04-29,17,52.02,23.59,22.28,0.1,0.12,0.78,1
2025-04-30,17,172.89,23.31,22.19,0.8,0.51,2.48,2
2025-05-01,17,50.29,27.63,21.66,0.17,0.2,0.75,1
2025-05-02,17,17.3,25.51,22.95,0.07,0.09,0.49,0
